Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
Andheri Mumbai,Yash Neel Maternity Home,Maharashtra,Mumbai,400053,19.1198548,72.8464601
"Rizvi Park, S.V.Road, Santacruz(W)",Aseem Orthopaedic Hospital,Maharashtra,Mumbai,400054,19.0893623,72.837722
Corner Of S Y Road Santacruz(W) Tilak Road Mumbai,Bcj Hospital And Asha Parekh Research Centre,Maharashtra,Mumbai,400054,19.0820719,72.8404132
"Gopal Bhuvan,Tagore Road, Santacruz (W), Mumbai,",Bhargava Nursing Home,Maharashtra,Mumbai,400054,19.0811858,72.8361408
Santacruz Mumbai,Clilical Pathology and Bacteriology Clinic,Maharashtra,Mumbai,400054,19.0825013,72.8387327
Besera 3Rd Cross Lane Lokhandwala Andheri West Mumbai,Fantasy Clinic,Maharashtra,Mumbai,400054,19.1363246,72.82766
"102, Modi Niwas, S V Road, Opp Bank Of Baroda Santacruz West, Mumbai",Gandhi Nursing Home,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"102 D Wing Rizvi Nagar 1 St Floor S.V.Road Milan, Corner Santacruz ,",Kenias Eye Hospital,Maharashtra,Mumbai,400054,19.0895032,72.8385658
"C-Wing 1St Floor Rizvi Park,At Milan Subway Signal S V Road Santacruz(W) Mumbai",Life Line Hospital and Diagnostics Pvt Ltd,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"G-6, Chirag Housing Society, B-1, S.V.Road, Santacruz(W), Mumbai",Malpani Eye Hospital And Laser Centre,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"9/C-1,Khira Nagar, S.V. Road, Santacruz (W), Mumbai",Maniar Clinic,Maharashtra,Mumbai,400054,19.088112,72.835058
"101, Kirti Manor, S V Road, Phiroz Dastoor & Sons, Santacruz West, Mumbai",Mumbai Retina Centre,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"103, Parasurampuria Apt, 2 Tps 6 2Nd Rd, Santacruz West, Mumbai",Netrapuja Research Centre,Maharashtra,Mumbai,400054,19.072631,72.838478
Santacruz (W),Radiance Laser Vision Centre,Maharashtra,Mumbai,400054,19.0815087,72.8376755
Santacruz West,Samvedan Health Care Clinic,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"5-D, Dattaray Road, Santacruz (West), Mumbai",Sarla Hospital and Icu,Maharashtra,Mumbai,400054,19.085559,72.8364953
"106, Dinar Building 20 Station Road , Santacruz ( West ) , Mumbai",Sarvodaya Eye Hospital,Maharashtra,Mumbai,400054,19.081131,72.839053
"Maheshwar Darshan, S V Rd, Santacruz West,",Smruti Nursing Home,Maharashtra,Mumbai,400054,19.0819373,72.8382266
"102, Suryoday, Juhu Rd, Near Santacruz Police Station, Santacruz (W), Mumbai",The Ark Clinic,Maharashtra,Mumbai,400054,19.0815087,72.8376755
"Opposite Bandhutva Chs Datta Mandir Rd Vakola Bridge Santacruz (E), Mumbai, Mumbai",Dattatreya Nursing Home,Maharashtra,Mumbai,400055,19.0825366,72.8502317
"Karlton Apts, Vakola Village Road, Vakola Santacruz (E), Mumbai",Dr. Raut`S Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400055,19.1515624,72.9435765
"3/15,Santacruz Mansion, Ground Floor, Nehru Road, Santacruz (E) Mumbai",Dr. Sheth Surgical Clinic andGeneral Nursing Home- Santacruz-Mumbai,Maharashtra,Mumbai,400055,19.079497,72.8465064
"Shri Sadashiv Chs, 6Th Road, Santacruz(E),Mumbai",Nandan Maternity and Surgical Home,Maharashtra,Mumbai,400055,19.0797967,72.8427287
"16/121, Anand Nagar, Near Vakola Police Station, Santacruz (E)",Siddhi Nursing Home,Maharashtra,Mumbai,400055,19.0801652,72.8494657
"82, Sita Sadan, Vakola Bridge, Opp Hotel Hyatt Santacruz Mumbai",Sona Medical Center,Maharashtra,Mumbai,400055,19.0759837,72.8776559
"Moiz Apt., 12Th Road, Near Reliance Energy, Santacruz (E), Mumbai",Upadhyaya Nursing Home,Maharashtra,Mumbai,400055,19.07937,72.8562596
"Kailash Kutir, B-23/184, Anand Nagar, Santacruz-(E) Mumbai",Vakola Nursing Home and Polyclinic,Maharashtra,Mumbai,400055,19.0177749,72.8582527
"S V Road, Vile Parle - West Mumbai",Dr Balabhai Nanavati Hospital,Maharashtra,Mumbai,400056,19.1013427,72.8394774
12 Park View Vile Parle(W),Dr Jagdish Shahs Clinic,Maharashtra,Mumbai,400056,19.0982759,72.848784
"Sani Shopping Centre, Jogeshwari W),",Dr Shah Hospital and Acupuncture Research Center,Maharashtra,Mumbai,400056,19.1405116,72.8421555
"A-4/5/6 Majithia Apts. S.V. Road,Irla, Vile Parle (West)",Dr. Sadiwalas Clinic and Nursing Home,Maharashtra,Mumbai,400056,19.106652,72.8402931
"26, Irla Shopping Centre, Vile Parle (W)",Dr. Sanjay Soni,Maharashtra,Mumbai,400056,19.1145832,72.8358707
"Anil Villa, V P Road, Vileparle West, Mumbai",Eclat Polyclinic,Maharashtra,Mumbai,400056,19.0759837,72.8776559
"B1-B2 Tulsi Villa, 27 Bajaj Road, Vile Parle (West),",Eyeris Medical Center Pvt. Ltd.,Maharashtra,Mumbai,400056,19.1012769,72.8425406
"Heena Smruti, Road No 2, Juhu Scheme, Opposite Cooper Hospital Casualty, Vile Parle(W)Mumbai",Iris Eye Center,Maharashtra,Mumbai,400056,19.1102949,72.8409693
"189, Majithia Appt. Icici Bank S.V. Road, Irla,Vile Parle (W)",Irla Nursing Home and Polyclinic,Maharashtra,Mumbai,400056,19.1102949,72.8409693
"2Nd Floor, Shri Mumbadevi Homeopathic Hospital Natakkar Ram , Ganesh Gadkari Road , Irla , Vile Parle ( West )","Life Care Iccu , Medical and Surgical Emergencies",Maharashtra,Mumbai,400056,19.1083063,72.8382876
"99, Lajpatri Road, Vileparel West, Mumbai-56",Mahaveer Health Care Centre,Maharashtra,Mumbai,400056,19.098692,72.840026
"33/34, New Putalibai Kapol Niwas, S.V.Road,Next To Venilal's, Vile Parle(W),Mumbai",Navkar Eye Care Center,Maharashtra,Mumbai,400056,19.1102949,72.8409693
"Shrinath Darshan, Near Golden Tobacco, S.V.Road, Vile Parle (W), Mumbai",Shruti Clinic - Vile Parle,Maharashtra,Mumbai,400056,19.1102949,72.8409693
"Nattakar Gadkari Marg, Irla, Vile Parle (West), Mumbai",The Mediheights Shreeji Hospital and Research Center,Maharashtra,Mumbai,400056,19.1083063,72.8382876
Vile Parle Mumbai,Voras Clinical Laboratory,Maharashtra,Mumbai,400056,19.1030524,72.8466914
"102/5,Ketayun Mansion, Sahaji Raje Marg,Koldongri, Vile Parle (East)","Aggarwal Eye Hospital , Vile Parle",Maharashtra,Mumbai,400057,19.1100258,72.8495392
"199, Dixit Cross Road, Near Chetan School, Vile Parle (East)",Ashish Maternity and Nursing Home - Vile Parle (E),Maharashtra,Mumbai,400057,19.0963781,72.8563994
"Pushpa Apartments, Tejpal Scheme Main Road, Vile Parle (East), Mumbai",Dr. Kirits Nursing Home-Vile Parle,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"27, Mahatma Gandhi Rd, Vile Parle East",Dr.Tushar Shah,Maharashtra,Mumbai,400057,19.1043491,72.8464095
"Pushpa Apartment, Ground Floor, Subhash Road Near Ghulam Joshi Bungalow Vile Parle - East Mumbai",Kirit Nursing Home,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"Vimal Appt. Nehru Rd,No.9,10,11, Near Municipal Office,Vile-Parle (E), Mumbai,",Navjivan Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"102/6, Purshottam Niwas,1St Floor, Park Road, Vile Parle (E)",Parle Eye Hospital,Maharashtra,Mumbai,400057,19.1007327,72.8484152
"103, 104 Vyom Arcade, Tejpal Road, Vile-Parle (E)",Sarafs Diagnostic Center,Maharashtra,Mumbai,400057,19.1021198,72.8447758
"Nehru Road,Vileparle",Sarda Clinic,Maharashtra,Mumbai,400057,19.0759837,72.8776559
"101, Homai Mahal Shahaji Raje Marg, Vile Parle Mumbai",Saurabh Sanjanwala`S Maternity Gync.and Surgical Nur,Maharashtra,Mumbai,400057,19.1084218,72.8485457
"Nanda Patkar Road, Vileparle East-Mumbai",Shreeji Associates C/O Dr Ranes Nursing Home,Maharashtra,Mumbai,400057,19.095176,72.8499645
"261 Sumat Bhavan, Malvia Road, Above Jain Sthanak, Vile Parle East",Smt. Laxmiben Dharamsi Karsan Gala Eye Hospital,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"103, Shyamkamal ""B"" Monghibai Road, Agarwal Market,Opp Rly Station Vile Parle(East) Mumbai",Sunder Pathology Laboratory,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"104,Sagar Complex Bldg., Ram Mandir Road Corner, Besides Market Ram Mandir, Vile-Parle (E), Mumbai",Vasudev Eye Clinic,Maharashtra,Mumbai,400057,19.0963781,72.8563994
"Silver Apaartment 29, Mahant Road Vile Parle (E) Mumbai",Vivek Pathology Laboratory,Maharashtra,Mumbai,400057,19.1024496,72.8499878
"10, Narsinh Niwas, 2Nd Floor, Near Daud Baug, 126 J P Road Above Punjabi Ghasitaram Halwai, Andheri (W)",Aastha Nursing Home - Andheri,Maharashtra,Mumbai,400058,19.1363246,72.82766
"S.V Road, Opp Railway Station, Andheri West",Bses Mg Hospital (Managed By)Brahma Kumari Global Hospital and Res Center,Maharashtra,Mumbai,400058,19.1198548,72.8464601
"Viral Apartments, I Floor, Shoppers Shop,S.V.Road, Andheri (W)",Doctor Eye Hospital,Maharashtra,Mumbai,400058,19.1363246,72.82766
"Spenta Mansion, S.V.Road, Andheri(W), Mumbai",Dr Eye Institute Pvi Ltd,Maharashtra,Mumbai,400058,19.1363246,72.82766
"Prabhudarshan S S Nagar Amboli, Andheri (W)",Dr Gadams Nursing Home,Maharashtra,Mumbai,400058,19.1363246,72.82766
002/A 302/A Samrock Aprt C D Barliwala Marg Andheri W Mumbai,Dr Parmars Surgical Hospital,Maharashtra,Mumbai,400058,19.1166476,72.8427744
"402,Alice Apartments, Near Paneri, S.V. Road,Andheri (W), Mumbai",Dr. Kirit Ichhashanker Oza - Andheri,Maharashtra,Mumbai,400058,19.1363246,72.82766
"4,Bungalow Andheri,West",Dr. Patel Nursing Home,Maharashtra,Mumbai,400058,19.1363246,72.82766
"No-2, Swashray Bldg, Vishwabhari Society, V P Rd Off S V Rd Andheri West",Eye And Contact Lens Clinic,Maharashtra,Mumbai,400058,19.1198548,72.8464601
"119/1St Floor, Sagar Shopping Centre, J. P. Road, Opposite Bombay Bazar Showroom, Andheri (W)",Kaveri Eye Care Centre,Maharashtra,Mumbai,400058,19.1363246,72.82766
Matru Ashish Near Hotel Karl Residency Lallubhai Park Andheri (W),Masrani Clinic For Women and Mimas,Maharashtra,Mumbai,400058,19.1152002,72.844139
"102-A Wing, Shiv Ashish Apt., 66, S. V. Road, Andheri (W), Mumbai",Mediwavw Clinic,Maharashtra,Mumbai,400058,19.1363246,72.82766
"110-A, Jaiprakash Road, OppositeNavrang Theatre, Andheri(W) Mumbai",Patil Hospital,Maharashtra,Mumbai,400058,19.1363246,72.82766
"202, Bonaza Residency, Behind : Laxmi Auto S V Road, Amboli",Prime Speciality Hospital,Maharashtra,Mumbai,400058,15.9647156,74.0035709
"F-3, Evershine Apartment, Four Bunglow, J. P. Road, Andheri(W), Mumbai",Purandare Hospital,Maharashtra,Mumbai,400058,19.1295475,72.822229
"Dhananjay Apartmentd, Plot No C.T.S - 733, Veera Desai Road, Andheri (W)",R.G. Scientific Enterprises Ltd,Maharashtra,Mumbai,400058,19.1366248,72.8363278
"1St Floor, Shilpa, Next To Blue Chip Apts, Vodafone, Ministore, Juhu Galli (C D Barfiwala Road), Andheri",Roshni Eye Hospital,Maharashtra,Mumbai,400058,19.113645,72.8697339
"Viral Apt, A4, Opp Shopper`S Stop,S V Road, Andheri West, Mumbai",Sainath Polyclinic,Maharashtra,Mumbai,400058,19.1363246,72.82766
"174, S.V. Road, 11, Ganga Vihar Residency,Behind Centre Square Building,Andheri",Sangeeta Maternity Surgical and Diagnostic Centre,Maharashtra,Mumbai,400058,19.113645,72.8697339
Andheri Mumbai,Society Of The Helpers Of Mary Shraddha Vihar Hosp,Maharashtra,Mumbai,400058,19.1198548,72.8464601
"113,Street 15 Andheri, Mumbai",Srl Ranbaxy Ltd,Maharashtra,Mumbai,400058,19.1185922,72.872193
Anderi(W),Sushrut Clinic Orthosurgical Nursing Home,Maharashtra,Mumbai,400058,19.0759837,72.8776559
"Above Panjabi Ghasitaram Halwai 126, J P Road, Near Navrang Cinema Andheri West Mumbai",Swati Eye Clinic,Maharashtra,Mumbai,400058,19.1363246,72.82766
Alka Building Opp M A High School S V Road Andheri W,Vibha Maternity And Surgical Nursing Home,Maharashtra,Mumbai,400058,19.1363246,72.82766
"Madhav Medicare Centre, Andheri West",Vishal X-Ray Clinic,Maharashtra,Mumbai,400058,19.1363246,72.82766
"F/2,3 Ajit Nagar, J.B.Nagar, Andheri (E), Mumbai,",Ameya Surgical and General Nursing Home,Maharashtra,Mumbai,400059,19.104219,72.864046
"Bhawani Tower Plot No 18A 101/102, Bhawani Nagar Near Marol Eduction Soc Andheri",Chiranjeevi Nursing Home,Maharashtra,Mumbai,400059,19.113645,72.8697339
"Pandit Indra Marg, J.B. Nagar,",Dadhich Nursing Home,Maharashtra,Mumbai,400059,19.1081099,72.8677512
"105, First Floor, Markaz View, Opposite Excel Industries S.V Road, Jogeshwari(W), Mumbai",Diamond Hospital,Maharashtra,Mumbai,400059,19.1405116,72.8421555
"Goel Apts, J B Nagar, Near Kalgidhar High School, Wireless Street, Andheri East",Dr Goels Maternity and General Hospital,Maharashtra,Mumbai,400059,19.1099032,72.8650609
"6, Amarpali, Telli Galli, Next To Hotel Ras International Andheri East-Mumbai",Dr Punjabis Laboratory,Maharashtra,Mumbai,400059,19.1154908,72.8726952
"H-2, Vijay Tower,Vijay Nagar,Marol Maroshi Road Andheri(E) Mumbai",Dr.Pintos Pathological Laboratory,Maharashtra,Mumbai,400059,19.1213135,72.8797755
"1St Floor, Greenland Apts, Opp Hotel Kohinoor, J B Nagar, Andheri(E) Mumbai",Dr.Sandip Anand,Maharashtra,Mumbai,400059,19.1110621,72.8655922
"Mistry Complex, Sankalp (Gr. Floor)Nr. Greater Bank, J.B. Nagar, Andheri (E)",Kiran Care and Cure Hospital,Maharashtra,Mumbai,400059,19.1110621,72.8655922
Mukund Nagar Co-Opp Hsg Andheri Kurla Road Andheri (E) Mumbai,Mukund Maternity And Surgical Nursing Home,Maharashtra,Mumbai,400059,19.1198548,72.8464601
"2-A,Manubharti Chs,Azad Lane,S V Road,Andheri",Nutan Mammography And Sonography Centre,Maharashtra,Mumbai,400059,19.113645,72.8697339
1St & 2Nd Floor Laxmi Commarcial Premises Saki Naka Junction Andheri ( E),Paramount General Hospital and Icu,Maharashtra,Mumbai,400059,19.1154908,72.8726952
A-3/4 Monarch Palace Next To Saidev Hotel J B Nagar Andheri(E) Mumbai,Rachana Maternity Paediatric and Surgical Nursing Ho,Maharashtra,Mumbai,400059,19.1110621,72.8655922
"C Wing, Dhananjay Apt Behind Balaji Studio, Opp Veera Desai Road Andheri Mumbai",Rg Stone Urology And Laparoscopy Hospital,Maharashtra,Mumbai,400059,19.1338837,72.8376429
"Eco Park, Co. Op. Hsg., Society Limited, Flat No.000 D/3, Military Road, Moral-Maroshi Road, Andheri (E), Mumbai",Saish Nursing Home and Icu,Maharashtra,Mumbai,400059,19.1188585,72.8802146
"(Gipsa Only)Near Marol Maroshree Bus Depot, Marol,Marol Maroshi Road, Andheri (E), Mumbai",Sevenhills Healthcare Private Limited,Maharashtra,Mumbai,400059,19.1163793,72.8798583
B-1 Greenland Apt J.B Ngr Andheri(E) Mumbai,Spectacles And Contact Lens Clinic,Maharashtra,Mumbai,400059,19.1131214,72.867009
"Plot No.236, Twin Arcade,Military Road,Marol,Andheri (East),","Sugun Hospital Multispeciality Diagnostic, Icu",Maharashtra,Mumbai,400059,19.1165713,72.8825342
1-Lacreame Nrakruti Trade Center Rd No-7 Kondivita Midc Area Andheri(E),Umang Maternity And Surgical Nursing Home -Andheri (E),Maharashtra,Mumbai,400059,19.1154908,72.8726952
"Munshi Estate, M G Road, Muluind West",Dr Mandot Modern Clinical Pathology Laboratory,Maharashtra,Mumbai,400060,19.1738547,72.8476718
"B3/4, Satellite Classic Caves Road, Near Jogeshwari Railway Station, Jogeshwari (East)",Dr. Kamats Hospital - Jogeshwari - Mumbai,Maharashtra,Mumbai,400060,19.1364893,72.8488709
"1St Floor, Near State Bank Of India, Station Road, Jogeshweri (East)",Dr. Kulkarni Hospital,Maharashtra,Mumbai,400060,19.043902,72.8681195
"004/C-2, Satellite Classic, Caves Road, Opposite, Jogeshwari Railway Station, Jogeshwari (E), Mumbai",Dr. Shindes Childrens Hospital And Nicu,Maharashtra,Mumbai,400060,19.1364893,72.8488709
"7/2, N.R. Mistry Chawl, Near Shivsena Shakha, Megwadi, Jogeswari (E),Mumbai",Global Diagnostic Centre,Maharashtra,Mumbai,400060,19.0759837,72.8776559
"Plot No-13, Gr. Floor, & 1St Floor, "" Ushahkal"" Hindu Friends Society Road, Jogeshwari(E)",Parulekar Maternity And Surgical Nursing Home - Mumbai,Maharashtra,Mumbai,400060,19.1315933,72.8498738
"60,Fisheries University Road Anjuman Complex, Yari Road,Versova,Andheri(W)",A.E.Kalsekar Hospital,Maharashtra,Mumbai,400061,19.1379278,72.8101762
"5/6-C, Janakdeep Bldg, 7 Bungalow, J.P.Road, Andheri West",Mahima Hospital and Polyclinic,Maharashtra,Mumbai,400061,19.1306458,72.8184455
"Vishwashanti, Juhu - 7 Bungalows, Link Road, 7, Bungalows Garden, Mumbai",Mamta Maternity and Nursing Home,Maharashtra,Mumbai,400061,19.0759837,72.8776559
"Sea-Shell Annexe, Ground Floor, Seven Bunglows Road, Versova, Andheri (W), Mumbai",The Clinique and Nursing Home - Andheri,Maharashtra,Mumbai,400061,19.1350852,72.8146101
"Shriniketan, Pandurang Wadi, Goregaon (E), Mumbai",Dr. (Mrs.) S.D.Patki Clinic,Maharashtra,Mumbai,400063,19.1699919,72.8497757
Pralhad Shop 2 Aarey Road Goregoan East Mumbai,Dr.Ganaskars Pathology Laboratory,Maharashtra,Mumbai,400063,19.0759837,72.8776559
54 Yashodham Enclave Opp Royal Challenge Hotel Film City Road Goregaon East Mumbai,Enclave Maternity Home,Maharashtra,Mumbai,400063,19.1691237,72.8754694
"Satellite Gardens Ii, Film City Road, Goregoan (East),",Eye Smile Clinic,Maharashtra,Mumbai,400063,19.1733185,72.8730215
"Sai Road,Gokuldham,Gen. A. K. Vaidya Marg, Goregaon(E), Mumbai,",Gokuldham Medical Centre,Maharashtra,Mumbai,400063,19.1737578,72.8597274
"Rajnigandha Shoping Centre, Gokuldham, Filmcity Road, Goregaon E, Mumbai 63 Goregaon E, Mumbai 63",Kanchi Nursing Home,Maharashtra,Mumbai,400063,19.1551485,72.8678551
"Lachhiramplaza, Ground Floor, D-Wing(Film City Road), Gen.A.K.Vaidya Marg, Goregaon(E)",Sudha Hospital and Polyclinic,Maharashtra,Mumbai,400063,19.1737578,72.8597274
"Padmavati Nagar,Gen. A.K.V . Marg,Mumbai",Surya Eye Clinic,Maharashtra,Mumbai,400063,19.1745143,72.862324
Sarthak Society Ist Flr Aarey Rd Goregaon,Yashada Maternity and Surgical Home,Maharashtra,Mumbai,400063,19.1509735,72.8758099
"Divya Trusha, Mamlatdar Wadi Road, Malad- West, Mumbai",Abhijit Hospital,Maharashtra,Mumbai,400064,19.1874689,72.8422219
"C-Wing Meenakshi Apt, Orlem Marve Road Malad(W) Mumbai.",Adarsh Hospital,Maharashtra,Mumbai,400064,19.1963422,72.8105333
"Srinivas Apartment, 1St Floor Opp New Era Talkies Next To Rationing Office, 78, S V Road Malad(W) Mumbai-",Advanced Orthopaedic Centre,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"A/2 Shriniwas Apartment, 78, S.V. Road Malad (W) Mumbai","Dr. Manoj Shah , Fractureaccident - Orthopaedic",Maharashtra,Mumbai,400064,19.1016472,72.8500491
"The Swing, Ground Floor, Marve Rd, Malad (W)Mumbai",Dr. Vasa Hospital,Maharashtra,Mumbai,400064,19.1963422,72.8105333
"D/6, Rani Sati Nagar, S V Road, Malad(W) Mumbai",Dr.Guptas Nursing Home,Maharashtra,Mumbai,400064,19.1749892,72.8451337
"Shweta Bldg, Khandelwal Layout, Link Road Malad West Mumbai",Dr.Ronak Prakash Bhandari,Maharashtra,Mumbai,400064,19.1834939,72.8357436
Malad Mumbai,Ear-Nose-Throat And Eye Clinic,Maharashtra,Mumbai,400064,19.180237,72.8554149
"Evershine Nagar Sai Baba Park, Marve Link Road Malad Mumbai",Evershine Nursing Home,Maharashtra,Mumbai,400064,19.1928391,72.8330873
Amprali Appartment Turel Pakhadi Road Malad-West Mumbai,Janhvi Nursing Home,Maharashtra,Mumbai,400064,19.185155,72.8422978
"B/1, Shree Dutta Apt., Amarshi Road, Malad (W), Mumbai,",Jay Polyclinic Surgical and Maternity Nursing Home and Iccu,Maharashtra,Mumbai,400064,19.1840599,72.846178
"301,Jainson Plaza,OppositeMalad Shopping, S.V.Road, Malad (W), Mumbai,",Khandelwal Ent and General Hospital and Polyclinic,Maharashtra,Mumbai,400064,19.1827551,72.8401539
Laxmipalace Above Feast India Restaurant Off S V Road Opp Sunder Nagar Malad West Mumbai,Le Nest,Maharashtra,Mumbai,400064,19.1757956,72.8419473
"Vishal Complex, A-Wing, S.V. Road, Malad (W), Mumbai,",Lifeline Hospital Heart Insititute and Diagnostic Centre,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"Kashi Kunj Road, Malad (W)",Manish Nursing Home,Maharashtra,Mumbai,400064,19.1853044,72.8470214
Shops No 7 8 9 Link Rd Malad West Mumbai-,Navkar Child Care Centre and Nursing Home,Maharashtra,Mumbai,400064,19.1843832,72.8362572
"Laxmi Palace, Sundar Nagar,S. V. Road, Malad (W)",Neelam Nursing Home (Lenest) - Malad (W),Maharashtra,Mumbai,400064,19.2254953,72.8544636
"3Rd Floor, Deora Commercial Centre, Malad, Marve Road, Malad (West), Mumbai",Neon Critical Care,Maharashtra,Mumbai,400064,19.2019275,72.8190866
1 C/D Pushpa Chandra Apt Near N L High School S V Road Malad W Mumbai,Nirman Diagnostic Imaging Centre,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"Dhanyawad, Mamledar Wadi 1St Lane Malad(W) Mumbai",Puranik Hospital,Maharashtra,Mumbai,400064,19.1878099,72.845366
"S-1 Unit/Shop No.9, Sunder Nagar, S.V.Road,Malad - W,",Rahul Eye Clinic,Maharashtra,Mumbai,400064,19.13654,72.847579
Nalda Rajsthani Seva Samiti Marg Avrsaien Nagar Malad W- Mumbai,Rajathani Seva Samiti,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"Khetan Appts., S.V.Road, Malad(W), Mumbai,",Saraogi Maternity and General Hospital,Maharashtra,Mumbai,400064,19.1897322,72.8460784
Malad(W),Sunflowar Laboratory and Diagnostic Centre,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"Tank Road, Next To Skywalk Tower, Near Orlem Church, End Of Shankar Lane Malad - West Mumbai",Surana Hospital And Research Centre,Maharashtra,Mumbai,400064,19.1980732,72.8426229
"A-1, Vikas Park, Linking Road, Opposite Uncle's Kitchen, Malad(W), Mumbai",Vinayak Maternity and General Hospital,Maharashtra,Mumbai,400064,19.1827551,72.8401539
"1A, Ashoka Road, 15 S.V. Road, Santacruz(W)",Clear Vision Eye Center,Maharashtra,Mumbai,400065,19.0781122,72.8319933
"Sidhivinayak Tower, Near Collecter Office, Natakwala Lane, Borivali(West), Mumbai",Dhanshri Hospital,Maharashtra,Mumbai,400065,19.2222802,72.8544895
"Paras, S.V.Road, Goregaon(W)Mumbai",Dr Baliga Nursing Home,Maharashtra,Mumbai,400065,19.164269,72.8454471
"43/341, Unnat Nagar 4, Opposite Rosary Church. M G Road, Mumbai",Jain Hospital and Medical Research Center,Maharashtra,Mumbai,400065,19.0759837,72.8776559
"Omprakash Arcade,2 Floor,Unit No.209,Ambedkar Garden",Kolekar Hospiatl,Maharashtra,Mumbai,400065,19.0599156,72.9011119
302-303 Koteshwar Plaza Junction Of Jn Road And R.H.B Road Mulund(W),Omkar Eye Care Center,Maharashtra,Mumbai,400065,19.171536,72.9528553
"Shreeji Arcade, 3Rd Floor, Junction Of S.V.Road, & M.G.Road, OppositeDena Bank, Kandivali(W), Mumbai",Pratik Hospital and Maternity Home,Maharashtra,Mumbai,400065,19.1998211,72.842594
"4/9, Indira Complex, 60 Feet Road",Shri Siddhi Vinayak Orthopaedic Hospital,Maharashtra,Mumbai,400065,24.5446027,73.6956989
"Flat No 101 / 102 Satyam Society, Above Trupti Hotel Sec 2 E , Kalamboli",Suyash Surgiacal and Maternity Home,Maharashtra,Mumbai,400065,19.032803,73.1012153
"Godavari, E-Wing, Shanti-Van, Next To National Park, Borivali (East)",Anand Nursing Home - Borivali (E),Maharashtra,Mumbai,400066,19.2240612,72.8666469
"No. B-4, Girirath, Carter Road Near Sai Baba Temple, Borivali (East)","Ankit Fracture, Maternity and Surgical Hospital",Maharashtra,Mumbai,400066,19.2240612,72.8666469
"Plot10A, Satyanarayan Apartment Opp G H High School, Off M G Road, Borivili - East Mumbai",Asian Eye Institute And Laser Centre,Maharashtra,Mumbai,400066,19.2318937,72.8586904
"Sheel Palace Near State Bank, Dattapada Borivali East",Crystal Hospitals,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"A/6-9, Lilam Buld, Dattapada Road, Borivali(E)","Dr Parikhs Maternity, Gynaec, and General Hospital",Maharashtra,Mumbai,400066,19.2229268,72.8574421
"Laxmi Nivas, OppositeAmba Mandir, Carter Road-3, Borivli(E), Mumbai","Dr. Mehta,S Maternity Home",Maharashtra,Mumbai,400066,19.0759837,72.8776559
"Koyna, Shantivan Complex, Near National Park, Borivali ( E )",Mohit Hospital and Heart Centre,Maharashtra,Mumbai,400066,19.234019,72.8643053
"B-1 & B-2, Laxmi Apartment, Kasturba Road No.3,Borivli (East), Mumbai,",Mukti Nursing Home,Maharashtra,Mumbai,400066,19.0759837,72.8776559
"Seeta Mahal, Kasturba Road No. 5, Borivili (E), Mumbai,",Narendra Hospital,Maharashtra,Mumbai,400066,19.0759837,72.8776559
"17/120, Swagar C.H.S.L Mhada Colony, F.C.I Road Near Rly.Flyover,Rajendra Nagar Borivali(E) Mumbai",Navjeevan Global Heart Centre,Maharashtra,Mumbai,400066,19.2224441,72.8600404
"Shimpoli,Borivali",Nirmay Mother Care Centre,Maharashtra,Mumbai,400066,19.2219048,72.842968
"Shrikrishna Nagar, Near Post Office,Borivli East",Parijat Child Health Clinic,Maharashtra,Mumbai,400066,19.2559121,72.8749632
"63/C, Amita Apartment, 5Th Kastruba Road, Boravili East",Parmar Hospital,Maharashtra,Mumbai,400066,19.2300126,72.8619097
"Road No- 8, Daulat Nagar,Borivali(E",Purnima Hospital,Maharashtra,Mumbai,400066,19.2360202,72.8606066
"1-3, Bhima Building, Opposite Sona Theatre, Shantivan, Borivali (East), Mumbai",Qualitas Diagnostics Center,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"Laxmi Niwas, Plot No.4, Daulat Nagar, S.V. Road, Borivali (E),Mumbai",Ratika Hospital and Research Centre,Maharashtra,Mumbai,400066,19.2240612,72.8666469
"104,S.B.Apt.,Carter Road No.5,Rai Dongri,Behind Mk Bakery,Borivali(E),Mumbai",Riddhi Eye Clinic,Maharashtra,Mumbai,400066,19.2240612,72.8666469
